speaker,addressed,lineorder,combinedline,numberofrows,wordcount,mode
OBI-WAN,LAMA SU,311,Very impressive.,1,2,
LAMA SU,OBI-WAN,312,I'd hoped you would be pleased. Clones can think creatively. You will find that they are immensely superior to droids. We take great pride in our combat education and training programs. This group was created about five years ago.,8,39,
OBI-WAN,LAMA SU,313,You mentioned growth acceleration.,2,4,
LAMA SU,OBI-WAN,314,"Oh,yes, it's essential. Otherwise, a mature clone would take a lifetime to grow. Now we can do it in half the time.",5,22,
OBI-WAN,LAMA SU,315,I see.,1,2,
LAMA SU,OBI-WAN,316,They are totally obedient... taking any order without question. We modified their genetic structure... to make them less independent than the original host.,7,23,
OBI-WAN,LAMA SU,317,And who was the original host?,2,6,
LAMA SU,OBI-WAN,318,A bounty hunter called Jango Fett.,2,6,
OBI-WAN,LAMA SU,319,And where is this bounty hunter now?,2,7,
LAMA SU,OBI-WAN,320,"Oh, we keep him here. Apart from his pay, which is considerable... Fett demanded only one thing: an unaltered clone for himself. Curious, isn't it?",8,25,
OBI-WAN,LAMA SU,321,Unaltered?,1,1,
LAMA SU,OBI-WAN,322,Pure genetic replication. No tampering with the structure to make it more docile... and no growth acceleration.,4,17,
OBI-WAN,LAMA SU,323,I should very much like to meet this Jango Fett.,2,10,
TAUN WE,OBI-WAN,324,I would be very happy to arrange it.,2,8,
LAMA SU,OBI-WAN,325,"Magnificent, aren't they?",1,3,
PADME,ANAKIN,326,I don't know.,1,3,
ANAKIN,PADME,327,Sure you do. You just don't want to tell me.,2,10,
PADME,ANAKIN,328,You gonna use one of your Jedi mind tricks on me?,2,11,
ANAKIN,PADME,329,They only work on the weak-minded.,2,6,
PADME,ANAKIN,330,"All right. I was twelve. His name was Palo. We were both in the Legislative Youth Program. He was a few years older than I. Very cute. Dark, curly hair. Dreamy eyes.",8,32,
ANAKIN,PADME,331,"All right, I get the picture. Whatever happened to him?",2,10,
PADME,ANAKIN,332,I went into public service; he went on to become an artist.,2,12,
ANAKIN,PADME,333,Maybe he was the smart one.,1,6,
PADME,ANAKIN,334,"You really don't like politicians, do you?",2,7,
ANAKIN,PADME,335,I like two or three... but I'm not really sure about one of them. I don't think the system works.,5,20,
PADME,ANAKIN,336,How would you have it work?,2,6,
ANAKIN,PADME,337,"We need a system where the politicians sit down and discuss the problem... agree what's in the best interest of all the people, and then do it.",4,27,
PADME,ANAKIN,338,That's exactly what we do. The trouble is that people don't always agree.,4,13,
ANAKIN,PADME,339,"Well, then they should be made to.",2,7,
PADME,ANAKIN,340,By whom? Who's gonna make them?,1,6,
ANAKIN,PADME,341,I don't know. Someone.,1,4,
PADME,ANAKIN,342,You?,1,1,
ANAKIN,PADME,343,Of course not me.,1,4,
PADME,ANAKIN,344,But someone.,1,2,
ANAKIN,PADME,345,Someone wise.,1,2,
PADME,ANAKIN,346,Sounds an awful lot like a dictatorship to me.,2,9,
ANAKIN,PADME,347,"Well, if it works.",1,4,
PADME,ANAKIN,348,You're making fun of me.,1,5,
ANAKIN,PADME,349,No. I'd be much too frightened to tease a senator.,3,10,
ANAKIN,NA,350,"Whoa, whoa. Oh, whoa!",1,4,
PADME,ANAKIN,351,"Ani! Ani, are you all right?",1,6,
TAUN WE,BOBA FETT,352,"Boba, is your father here?",1,5,
BOBA FETT,TAUN WE,353,Yep.,1,1,
TAUN WE,BOBA FETT,354,May we see him?,1,4,
BOBA FETT,TAUN WE,355,Sure.,1,1,
BOBA FETT,JANGO FETT,356,"Dad, Taun We's here.",1,4,
TAUN WE,JANGO FETT,357,"Jango, welcome back. Was your trip productive?",2,7,
JANGO FETT,TAUN WE,358,Fairly.,1,1,
TAUN WE,JANGO FETT,359,This is Jedi Master Obi-Wan Kenobi. He's come to check on our progress.,4,13,
OBI-WAN,JANGO FETT,360,Your clones are very impressive. You must be very proud.,2,10,
JANGO FETT,OBI-WAN,361,I'm just a simple man trying to make my way in the universe.,2,13,
OBI-WAN,JANGO FETT,362,Ever made your way as far into the interior as Coruscant?,2,11,
JANGO FETT,OBI-WAN,363,Once or twice.,1,3,
OBI-WAN,JANGO FETT,364,Recently?,1,1,
JANGO FETT,OBI-WAN,365,Possibly.,1,1,
OBI-WAN,JANGO FETT,366,Then you must know Master Sifo-Dyas.,2,6,
JANGO FETT,BOBA FETT,367,"Boba, rood eht so-heeck.",2,4,
JANGO FETT,OBI-WAN,368,Master who?,1,2,
OBI-WAN,JANGO FETT,369,Sifo-Dyas. Is he not the Jedi who hired you for this job?,3,12,
JANGO FETT,OBI-WAN,370,Never heard of him.,1,4,
OBI-WAN,JANGO FETT,371,Really?,1,1,
JANGO FETT,OBI-WAN,372,I was recruited by a man called Tyranus on one of the moons of Bogden.,2,15,
OBI-WAN,JANGO FETT,373,Curious.,1,1,
JANGO FETT,OBI-WAN,374,Do you like your army?,1,5,
OBI-WAN,JANGO FETT,375,I look forward to seeing them in action.,2,8,
JANGO FETT,OBI-WAN,376,They'll do their job well. I'll guarantee that.,2,8,
OBI-WAN,JANGO FETT,377,"Thank you for your time, Jango.",2,6,
JANGO FETT,OBI-WAN,378,Always a pleasure to meet a Jedi.,2,7,
BOBA FETT,JANGO FETT,379,"What is it, Dad?",1,4,
JANGO FETT,BOBA FETT,380,Pack your things. We're leaving.,2,5,
ANAKIN,PADME,381,"And when I got to them, we went into aggressive negotiations.",2,11,
ANAKIN,NA,382,Thank you.,1,2,
PADME,ANAKIN,383,Aggressive negotiations? What's that?,2,4,
ANAKIN,PADME,384,"Uh, well, negotiations with a lightsaber.",2,6,
PADME,ANAKIN,385,Oh.,1,1,
ANAKIN,PADME,386,"If Master Obi-Wan caught me doing this, he'd be very grumpy. From the moment I met you... all those years ago... not a day has gone by when I haven't thought of you. And now that I'm with you again... I'm in agony. The closer I get to you, the worse it gets. The thought of not being with you-- I can't breathe. I'm haunted by the kiss that you should never have given me. My heart is beating... hoping that that kiss will not become a scar. You are in my very soul... tormenting me. What can I do? I will do anything that you ask. If you are suffering as much as I am, please, tell me.",26,119,
PADME,ANAKIN,387,I can't. We can't. It's...just not possible.,3,7,
ANAKIN,PADME,388,"Anything is possible, Padme. Listen to me.",2,7,
PADME,ANAKIN,389,"No, you listen. We live in a real world. Come back to it. You're studying to become a Jedi. I'm- I'm a senator. If you follow your thoughts through to conclusion... it'll take us to a place we cannot go... regardless of the way we feel about each other.",11,49,
ANAKIN,PADME,390,Then you do feel something.,1,5,
PADME,ANAKIN,391,I will not let you give up your future for me.,2,11,
ANAKIN,PADME,392,"You are asking me to be rational. That is something I know I cannot do. Believe me, I wish that I could just wish away my feelings... but I can't.",7,30,
PADME,ANAKIN,393,I will not give in to this.,1,7,
ANAKIN,PADME,394,"Well, you know, it... wouldn't have to be that way. We could keep it a secret.",4,16,
PADME,ANAKIN,395,"We'd be living a lie... one we couldn't keep even if we wanted to. I couldn't do that. Could you, Anakin? Could you live like that?",6,26,
ANAKIN,PADME,396,No. You're right. It would destroy us.,2,7,
TAUN WE,OBI-WAN,397,"Tell your council that the first battalions are ready. And remind them, if they need more troops... it will take more time to grow them.",6,25,
OBI-WAN,TAUN WE,398,"I won't forget, and thank you.",1,6,
TAUN WE,OBI-WAN,399,Thank you.,1,2,
OBI-WAN,R4,400,"R4! Scramble code five to Coruscant, care of the old folks' home!",3,12,
OBI-WAN,"YODA, MACE WINDU",401,I have successfully made contact with the prime minister of Kamino. They are using a bounty hunter named Jango Fett to create a clone army. I have a strong feeling that this bounty hunter... is the assassin we are looking for.,8,41,
MACE WINDU,OBI-WAN,402,Do you think these cloners are involved in the plot to assassinate Senator Amidala?,3,14,
OBI-WAN,MACE WINDU,403,"No, Master. There appears to be no motive.",2,8,
YODA,OBI-WAN,404,"Do not assume anything, Obi-Wan. Clear your mind must be... if you are to discover the real villains behind this plot.",5,21,
OBI-WAN,YODA,405,"Yes, Master.",1,2,
OBI-WAN,"YODA, MACE WINDU",406,They say Master Sifo-Dyas placed an order for a clone army... at the request of the senate almost ten years ago. I was under the impression he was killed before that. Did the council ever authorize the creation of a clone army?,8,42,
MACE WINDU,OBI-WAN,407,No. Whoever placed that order did not have the authorization of the Jedi Council.,3,14,
YODA,OBI-WAN,408,Bring him here. Question him we will.,2,7,
OBI-WAN,YODA,409,"Yes, Master. I will report back when I have him.",2,10,
YODA,MACE WINDU,410,Blind we are if creation of this clone army... we could not see.,3,13,
MACE WINDU,YODA,411,I think it is time we informed the senate... that our ability to use the Force has diminished.,4,18,
YODA,MACE WINDU,412,Only the dark lord of the Sith knows of our weakness. If informed the senate is... multiply our adversaries will.,4,20,
ANAKIN,ANAKIN,413,No. No.,2,2,
SHMI,NA,414,"Anakin, help me.",1,3,
ANAKIN,NA,415,"Mom, no.",1,2,
SHMI,NA,416,Anakin!,1,1,
ANAKIN,NA,417,Don't. No. No.,2,3,
ANAKIN,PADME,418,Don't go.,1,2,
PADME,ANAKIN,419,I don't want to disturb you.,1,6,
ANAKIN,PADME,420,Your presence is soothing.,1,4,
PADME,ANAKIN,421,You had another nightmare last night.,2,6,
ANAKIN,PADME,422,Jedi don't have nightmares.,1,4,
PADME,ANAKIN,423,I heard you.,1,3,
ANAKIN,PADME,424,"I saw my mother. She is suffering, Padme. I saw her as clearly as I see you now. She is in pain. I know I'm disobeying my mandate to protect you, Senator... but I have to go. I have to help her.",9,42,
PADME,ANAKIN,425,I'll go with you.,1,4,
ANAKIN,PADME,426,I'm sorry. I don't have a choice.,2,7,
BOBA FETT,JANGO FETT,427,"Dad, look!",1,2,
JANGO FETT,BOBA FETT,428,"Boba, get on board!",1,4,
OBI-WAN,OBI-WAN,429,"Oh, not good.",1,3,
ANAKIN,NA,430,Wait right there.,1,3,
ROBOT,ANAKIN,431,Okey-okey.,1,1,
WATTO,ANAKIN,432,Da wanga!,1,2,
ANAKIN,WATTO,433,"Chut-chut, Watto. Let me help you with that.",2,8,
WATTO,ANAKIN,434,"What? What do you want? Wait! You're a Jedi! Whatever it is, I didn't do it.",3,16,
ANAKIN,WATTO,435,I'm looking for Shmi Skywalker.,1,5,
WATTO,ANAKIN,436,"Ani? Little Ani? Nahhh. You are Ani! It is you! You sure sprouted, huh? A Jedi! What do ya know! Hey... maybe you could help with some deadbeats who owe me a lot of money.",9,35,
ANAKIN,WATTO,437,My mother.,1,2,
WATTO,ANAKIN,438,"Oh, yeah. Shmi. she's not mine no more. I sold her.",3,11,
ANAKIN,WATTO,439,You sold her?,1,3,
WATTO,ANAKIN,440,"Years ago. Sorry, Ani, but you know, business is business, huh? Yeah, I sold her to a moisture farmer named, uh, Lars. At least I think it was Lars. Believe it or not, I heard he freed her and married her! Can ya beat that, eh? Yeah.",11,47,
ANAKIN,WATTO,441,Do you know where they are now?,2,7,
WATTO,ANAKIN,442,"Long way from here. Someplace over on the other side of Mos Eisley, I think.",4,15,
ANAKIN,WATTO,443,I'd like to know.,1,4,
WATTO,ANAKIN,444,Sure. Absolutely! Let's go look at my records?,3,8,
BOBA FETT,JANGO FETT,445,Dad! I think we're being tracked!,2,6,
JANGO FETT,BOBA FETT,446,"He must have put a homing device on our hull. Hang on, son. We'll move into the asteroid field... and we'll have a couple of surprises for him.",6,28,
OBI-WAN,R4,447,Seismic charges! Stand by.,2,4,
JANGO FETT,BOBA FETT,448,"He doesn't seem to take a hint, this guy.",2,9,
BOBA FETT,JANGO FETT,449,"Watch out! Get him, Dad! Get him! Fire!",2,8,
OBI-WAN,OBI-WAN,450,"Oh, blast! This is why I hate flying!",2,8,
BOBA FETT,JANGO FETT,451,We got him!,1,3,
JANGO FETT,BOBA FETT,452,We'll just have to finish him.,1,6,
OBI-WAN,R4,453,"R4, prepare to jettison the spare part canisters. Fire them now!",3,11,
JANGO FETT,BOBA FETT,454,"Well, we won't be seeing him again.",1,7,
OBI-WAN,R4,455,"Well, R4, I think we've waited long enough. There's an unusual concentration of Federation ships over there, R4.",4,18,
R2D2,"PADME, ANAKIN",456,"[Whistles, Beeps ]",1,3,
PADME,R2D2,457,"Stay with the ship, R2.",1,5,
R2D2,PADME,458,[ Beeping ],1,1,
THREEPIO,"ANAKIN, PADME",459,"Oh! Um, uh, hello. How might I be of service? I am C--",3,13,
ANAKIN,THREEPIO,460,Threepio?,1,1,
THREEPIO,ANAKIN,461,"Oh-- The maker! Oh, Master Ani! I knew you would return. I knew it!",5,14,
THREEPIO,PADME,462,"And Miss Padme. Oh, my.",1,5,
PADME,THREEPIO,463,"Hello, 3PO.",1,2,
THREEPIO,"THREEPIO, ANAKIN, PADME",464,Bless my circuits!,1,3,
THREEPIO,"ANAKIN, PADME",465,I'm so pleased to see you both.,1,7,
ANAKIN,THREEPIO,466,I've come to see my mother.,1,6,
THREEPIO,"ANAKIN, PADME",467,Oh. I think perhaps we'd better go indoors.,2,8,
THREEPIO,"OWEN LARS, ANAKIN, PADME",468,"Master Owen, might I present two most important visitors.",2,9,
ANAKIN,OWEN LARS,469,I'm Anakin Skywalker.,1,3,
OWEN LARS,"ANAKIN, PADME",470,"Owen Lars. Uh, this is my girlfriend, Beru.",2,8,
BERU,"ANAKIN, PADME",471,Hello.,1,1,
PADME,"OWEN, BERU",472,I'm Padme.,1,2,
OWEN LARS,ANAKIN,473,I guess I'm your stepbrother. I had a feeling you might show up someday.,4,14,
ANAKIN,OWEN LARS,474,Is my mother here?,1,4,
CLIEGG LARS,ANAKIN,475,"No, she's not. Cliegg Lars. Shmi is my wife. We should go inside. We have a lot to talk about.",5,20,
CLIEGG LARS,"ANAKIN, PADME",476,"It was just before dawn. They came out of nowhere. A hunting party of Tusken Raiders. Your mother had gone out early, like she always did... to pick mushrooms that grow on the vaporators. From the tracks, she was about halfway home... when they took her. Those Tuskens walk like men... but they're vicious, mindless monsters. Thirty of us went out after her. Four of us came back. I'd be out there with them, but after I lost my leg... I just couldn't ride anymore until I heal. I don't want to give up on her... but she's been gone a month. There's little hope she's lasted this long.",25,109,
OWEN LARS,ANAKIN,477,Where are you going?,1,4,
ANAKIN,OWEN LARS,478,To find my mother.,1,4,
CLIEGG LARS,ANAKIN,479,"Your mother's dead, son. Accept it.",2,6,
ANAKIN,PADME,480,"You're gonna have to stay here. These are good people, Padme. You'll be safe.",3,14,
PADME,ANAKIN,481,Anakin--,1,1,
ANAKIN,PADME,482,I won't be long.,1,4,
COUNT DOOKU,NUTE,483,We must persuade,1,3,
COUNT DOOKU,NUTE,484,the Commerce Guild... and the Corporate Alliance to sign the treaty.,3,11,
NUTE,COUNT DOOKU,485,What about the senator from Naboo? Is she dead yet? I am not signing your treaty until I have her head on my desk.,5,24,
COUNT DOOKU,NUTE,486,"I am a man of my word, Viceroy.",1,8,
ALIEN,NA,487,With these new battle droids we've built for you... you'll have the finest army in the galaxy.,4,17,
COUNT DOOKU,NA,488,"As I explained to you earlier... I am quite convinced that 10,000 more systems... will rally to our cause with your support, gentlemen.",5,23,
ALIEN,NA,489,What you are proposing could be construed as treason.,2,9,
CYBORG,NA,490,"The Techno Union army... is at your disposal, Count.",2,9,
ALIEN 2,NA,491,The Banking Clan will sign your treaty.,2,7,
COUNT DOOKU,NA,492,Good. Very good. Our friends from the Trade Federation have pledged their support... and when their battle droids are combined with yours... we shall have an army greater than any in the galaxy. The Jedi will be overwhelmed. The Republic will agree to any demands we make.,11,47,
ANAKIN,SHMI,493,Mom. Mom? Mom?,2,3,
SHMI,ANAKIN,494,Ani? Ani? Is it you?,2,5,
ANAKIN,SHMI,495,"I'm here, Mom. You're safe.",2,5,
SHMI,ANAKIN,496,"Ani? Ani? Oh, you look so handsome. My son. Oh, my grown-up son. I'm so proud of you, Ani.",7,19,
ANAKIN,SHMI,497,I missed you.,1,3,
SHMI,ANAKIN,498,Now I am complete. I love-,2,6,
ANAKIN,SHMI,499,"Stay with me, Mom. Everything--",2,5,
SHMI,ANAKIN,500,I love-- I-- I love--,2,5,
QUI-GON,NA,501,Anakin! Anakin!,1,2,
??? OTHER VOICE,NA,502,No-o-o!,1,1,
MACE WINDU,YODA,503,What is it?,1,3,
YODA,MACE WINDU,504,"Pain, suffering... death I feel. Something terrible has happened. Young Skywalker is in pain. Terrible pain.",6,16,
OBI-WAN,OBI-WAN,505,"The transmitter is working, but we're not receiving a return signal. Coruscant's too far.",3,14,
OBI-WAN,R4,506,"R4, can you boost the power? We'll have to try something else. Maybe we can contact Anakin on Naboo. It's much closer.",4,22,
OBI-WAN,NA,507,"Anakin? Anakin, do you copy? This is Obi-Wan Kenobi. Anakin?",4,10,
OBI-WAN,R4,508,"He's not on Naboo, R4. I'm going to try and widen the range. I do hope nothing's happened to him. That's Anakin's tracking signal, all right... but it's coming from Tatooine. What in the blazes is he doing there? I told him to stay on Naboo. We haven't got much time.",14,51,
OBI-WAN,NA,509,"Anakin? Anakin, do you copy? This is Obi-Wan Kenobi. Retransmit this message-- Anakin, do you copy? Anakin-- My long-range-- has been knocked out. Retransmit this message to Coruscant.",9,28,
R2D2,NA,510,,1,9,
PADME,ANAKIN,511,I brought you something. Are you hungry?,2,7,
ANAKIN,PADME,512,The shifter broke. Life seems so much simpler when you're fixing things. I'm good at fixing things. Always was. But I couldn't-- Why'd she have to die? Why couldn't I save her? I know I could have!,9,37,
PADME,ANAKIN,513,"Sometimes there are things no one can fix. You're not all-powerful, Ani.",3,12,
ANAKIN,PADME,514,"Well, I should be! Someday I will be. I will be the most powerful Jedi ever! I promise you. I will even learn to stop people from dying.",7,28,
PADME,ANAKIN,515,Anakin.,1,1,
ANAKIN,PADME,516,It's all Obi-Wan's fault! He's jealous! He's holding me back!,3,10,
PADME,ANAKIN,517,"What's wrong, Ani?",1,3,
ANAKIN,PADME,518,"I-- I killed them. I killed them all. They're dead. Every single one of them. And not just the men... but the women... and the children too. They're like animals, and I slaughtered them like animals! I hate them!",11,39,
PADME,ANAKIN,519,To be angry is to be human.,2,7,
ANAKIN,PADME,520,I'm a Jedi. I know I'm better than this.,2,9,
CLIEGG LARS,NA,521,"I know wherever you are it's become a better place. You were the most loving partner a man could ever have. Good-bye, my darling wife. And thank you.",6,28,
ANAKIN,NA,522,"I wasn't strong enough to save you, Mom. I wasn't strong enough. But I promise I won't fail again. I miss you... so much.",7,24,
R2D2,"PADME, ANAKIN",523,[ Beeping ],1,6,
PADME,R2D2,524,R2? What are you doing here?,2,6,
R2D2,"PADME, ANAKIN",525,[ Beeping ],1,5,
THREEPIO,"PADME, ANAKIN",526,It seems that he is carrying a message from an Obi-Wan Kenobi.,2,12,
THREEPIO,ANAKIN,527,"Master Ani, does that name mean anything to you?",2,9,
R2D2,"THREEPIO, PADME, ANAKIN",528,[ Beeping ],1,4,
OBI-WAN,"ANAKIN, PADME, YODA, MACE WINDU, JAR JAR, BAIL ORGANA, PALPATINE, MAS AMEDDA",529,"Anakin, my long-range transmitter has been knocked out. Retransmit this message to Coruscant. I have tracked the bounty hunter, Jango Fett... to the droid foundries on Geonosis. The Trade Federation is to take delivery of a droid army here... and it is clear that Viceroy Gunray... is behind the assassination attempts on Senator Amidala. The Commerce Guilds and the Corporate Alliance... have both pledged their armies to Count Dooku and are forming a-- Wait. Wait.",19,75,recording
YODA,MACE WINDU,530,"More happening on Geonosis, I feel, than has been revealed.",2,10,
MACE WINDU,YODA,531,I agree.,1,2,
MACE WINDU,ANAKIN,532,"Anakin, we will deal with Count Dooku. The most important thing for you is to stay where you are. Protect the senator at all costs. That is your first priority.",7,30,
ANAKIN,MACE WINDU,533,"Understood, Master.",1,2,
PADME,ANAKIN,534,They'll never get there in time to save him. They have to come halfway across the galaxy. Look. Geonosis is less than a parsec away.,6,25,
ANAKIN,PADME,535,If he's still alive.,1,4,
PADME,ANAKIN,536,"Ani, are you just gonna sit here and let him die? He's your friend, your mentor. He's--",3,17,
ANAKIN,PADME,537,He's like my father! But you heard Master Windu. He gave me strict orders to stay here!,3,17,
PADME,ANAKIN,538,"He gave you strict orders to protect me... and I'm going to help Obi-Wan. If you plan to protect me, you'll just have to come along.",5,26,
R2D2,THREEPIO,539,BEEPS THREE TIMES,1,3,
THREEPIO,R2D2,540,"I'm not worried, R2. It's just I've never flown before.",2,10,
BAIL ORGANA,"PALPATINE, SENATOR ASK AAK, MAS AMEDDA, JAR JAR, YODA, MACE WINDU",541,The Commerce Guilds are preparing for war. There can be no doubt of that.,2,14,
PALPATINE,"BAIL ORGANA, SENATOR ASK AAK, MAS AMEDDA, JAR JAR, YODA, MACE WINDU",542,Count Dooku must have made a treaty with them.,2,9,
SENATOR ASK AAK,"BAIL ORGANA, PALPATINE, MAS AMEDDA, JAR JAR, YODA, MACE WINDU",543,The debate is over. Now we need that clone army.,2,10,
BAIL ORGANA,"PALPATINE, SENATOR ASK AAK, MAS AMEDDA, JAR JAR, YODA, MACE WINDU",544,"Unfortunately, the debate is not over. The senate will never approve the use of clones before the separatists attack.",4,19,
MAS AMEDDA,"BAIL ORGANA, PALPATINE, SENATOR ASK AAK, JAR JAR, YODA, MACE WINDU",545,This is a crisis. The senate must vote the chancellor emergency powers. He can then approve the creation of an army.,5,21,
PALPATINE,"BAIL ORGANA, SENATOR ASK AAK, MAS AMEDDA, JAR JAR, YODA, MACE WINDU",546,But what senator would have the courage to propose such a radical amendment?,2,13,
MAS AMEDDA,"BAIL ORGANA, PALPATINE, MAS AMEDDA, JAR JAR, SENATOR ASK AAK, YODA, MACE WINDU",547,If only... Senator Amidala were here.,2,6,
OBI-WAN,COUNT DOOKU,548,Traitor.,1,1,
COUNT DOOKU,OBI-WAN,549,"Oh, no, my friend. This is a mistake, a terrible mistake. They have gone too far. This is madness.",4,19,
OBI-WAN,COUNT DOOKU,550,"I thought you were the leader here, Dooku.",2,8,
COUNT DOOKU,OBI-WAN,551,"This had nothing to do with me, I assure you. I will petition immediately to have you set free.",4,19,
OBI-WAN,COUNT DOOKU,552,"Well, I hope it doesn't take too long. I have work to do.",2,13,
COUNT DOOKU,OBI-WAN,553,May I ask why a Jedi knight... is all the way out here on Geonosis?,3,15,
OBI-WAN,COUNT DOOKU,554,I've been tracking a bounty hunter named Jango Fett. Do you know him?,3,13,
COUNT DOOKU,OBI-WAN,555,There are no bounty hunters here that I am aware of. The Geonosians don't trust them.,4,16,
OBI-WAN,COUNT DOOKU,556,"Who can blame them? But he is here, I can assure you.",2,12,
COUNT DOOKU,OBI-WAN,557,"It's a great pity that our paths have never crossed before, Obi-Wan. Qui-Gon always spoke very highly of you. I wish he were still alive. I could use his help right now.",6,32,
OBI-WAN,COUNT DOOKU,558,Qui-Gon Jinn would never join you.,2,6,
COUNT DOOKU,OBI-WAN,559,"Don't be so sure, my young Jedi. You forget that he was once my apprentice... just as you were once his. He knew all about the corruption in the senate... but he would never have gone along with it if he had learned the truth as I have.",11,48,
OBI-WAN,COUNT DOOKU,560,The truth?,1,2,
COUNT DOOKU,OBI-WAN,561,The truth. What if I told you that the Republic... was now under the control of the dark lord of the Sith?,5,22,
OBI-WAN,COUNT DOOKU,562,"No, that's not possible. The Jedi would be aware of it.",2,11,
COUNT DOOKU,OBI-WAN,563,"The dark side of the Force has clouded their vision, my friend. Hundreds of senators are now under the influence... of a Sith lord called Darth Sidious.",6,27,
OBI-WAN,COUNT DOOKU,564,I don't believe you.,1,4,
COUNT DOOKU,OBI-WAN,565,"The viceroy of the Trade Federation... was once in league with this Darth Sidious... but he was betrayed ten years ago by the dark lord. He came to me for help. He told me everything. You must join me, Obi-Wan... and together we will destroy the Sith!",11,47,
OBI-WAN,COUNT DOOKU,566,"I will never join you, Dooku.",1,6,
COUNT DOOKU,OBI-WAN,567,It may be difficult to secure your release.,2,8,
JAR JAR,GROUP,568,"It's-a clear desa separatists made a pact... wesa desa Federation du Trade. Senators, ''dellow felagates'' In response to this direct threat to the Republic... mesa propose that the senate... give immediately emergency powers... to the supreme chancellor.",12,37,
AUDIENCE,JAR JAR,569,Palpatine! Palpatine! Palpatine!,1,3,
MAS AMEDDA,GROUP,570,Order! We shall have order!,1,5,
PALPATINE,GROUP,571,It is with great reluctance... that I have agreed to this calling. I love democracy. I love the Republic. The power you give me... I will lay down when this crisis has abated. And as my first act with this new authority... I will create a grand army of the Republic... to counter the increasing threats of the separatists.,14,59,
MACE WINDU,YODA,572,"It is done, then. I will take what Jedi we have left and go to Geonosis and help Obi-Wan.",3,19,
YODA,MACE WINDU,573,Visit I will the cloners on Kamino... and see this army they have created for the Republic.,4,17,
PADME,ANAKIN,574,See those columns of steam straight ahead? They're exhaust vents of some type.,4,13,
ANAKIN,PADME,575,That'll do.,1,2,
PADME,ANAKIN,576,"Look, whatever happens out there, follow my lead. I'm not interested in getting into a war here. As a member of the senate... maybe I can find a diplomatic solution to this mess.",8,33,
ANAKIN,PADME,577,Don't worry. I've given up trying to argue with you.,2,10,
R2D2,THREEPIO,578,"[ Whistling, Beeping ]",1,3,
THREEPIO,R2D2,579,"My obtuse little friend, if they had needed our help... they would have asked for it. You obviously have a great deal to learn about human behavior.",6,27,
R2D2,THREEPIO,580,[ Beeping ] [ Beeping ],2,2,
R2D2,THREEPIO,581,[ Beeping ],1,7,
THREEPIO,R2D2,582,For a mechanic... you seem to do an excessive amount of thinking.,3,12,
R2D2,THREEPIO,583,[ Beeping ],1,3,
THREEPIO,R2D2,584,I am programmed to understand humans!,2,6,
R2D2,THREEPIO,585,[ Beeping ],1,15,
THREEPIO,R2D2,586,What does that mean?'' Oh! That means I am in charge here!,2,12,
R2D2,THREEPIO,587,[ Raspberries ],1,2,
THREEPIO,R2D2,588,Where are you going now?,1,5,
R2D2,THREEPIO,589,,1,1,
THREEPIO,R2D2,590,You don't know what's out there. Have you no sense at all?,2,12,
R2D2,THREEPIO,591,,1,3,
THREEPIO,R2D2,592,Oh! Idiot! Please wait.,2,4,
R2D2,THREEPIO,593,[ Beeping ],1,4,
THREEPIO,R2D2,594,Do you know where you're going?,2,6,
ANAKIN,PADME,595,Wait.,1,1,
THREEPIO,R2D2,596,"Oh, my. Oh, oh oh!",1,5,
ANAKIN,PADME,597,Padme!,1,1,
THREEPIO,R2D2,598,"Oh, my goodness! Shut me down! Machines making machines. Huh! How perverse.",4,12,
R2D2,THREEPIO,599,,1,4,
THREEPIO,R2D2,600,"Oh! Calm down, R2.",2,4,
R2D2,THREEPIO,601,,1,9,
THREEPIO,R2D2,602,I almost fell. You'll get your chance--,2,7,
THREEPIO,THREEPIO,603,"Oh! I'm scrap. It's a nightmare! Oh, I want to go home! Oh, what did I do to deserve this?",5,20,
R2D2,R2D2,604,[ Beeping ] [ Whistling ],2,8,
R2D2,R2D2,605,,1,5,
THREEPIO,THREEPIO,606,"Hmm. I wonder what happened to poor little R2. He's always getting himself into trouble. Oops. Oh, no! Oh, I'm so confused.",6,22,
R2D2,,607,,1,6,
ANAKIN,ANAKIN,608,"Oh, not again. Obi-Wan's gonna kill me.",2,7,
JANGO FETT,ANAKIN,609,"Don't move, Jedi!",1,3,
JANGO FETT,NA,610,Take him away.,1,3,
ANAKIN,PADME,611,Don't be afraid.,1,3,
PADME,ANAKIN,612,I'm not afraid to die. I've been dying a little bit each day since you came back into my life.,3,20,
ANAKIN,PADME,613,What are you talking about?,1,5,
PADME,ANAKIN,614,I love you.,1,3,
ANAKIN,PADME,615,You love me? I thought that we had decided not to fall in love... that we would be forced to live a lie... and that it would destroy our lives.,7,30,
PADME,ANAKIN,616,"I think our lives are about to be destroyed anyway. I truly... deeply love you... and before we die, I want you to know.",6,24,
OBI-WAN,ANAKIN,617,I was beginning to wonder if you'd got my message.,2,10,
ANAKIN,OBI-WAN,618,"I retransmitted it just as you had requested, Master. Then we decided to come and rescue you.",4,17,
OBI-WAN,ANAKIN,619,Good job.,1,2,
POGGLE THE LESSER,GROUP,620,Settle down. Settle down. Let the executions begin.,2,8,
ANAKIN,OBI-WAN,621,I've got a bad feeling about this.,2,7,
